flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_reason,distance_miles,aircraft_type
2023-07-14,United Airlines,SEA,MIA,13:15,14:06,51,Air Traffic,1918,Airbus A330-200
2025-04-03,JetBlue Airways,MSP,JFK,18:30,19:29,59,Security,1962,Boeing 737-800
2023-11-12,Southwest Airlines,PHX,ORD,15:15,15:15,0,None,906,Airbus A321
2023-07-03,Delta Air Lines,LAS,SFO,12:30,12:30,0,None,648,Boeing 767-300
2025-04-24,United Airlines,BOS,MIA,07:45,08:35,50,Weather,1459,Airbus A330-200
2023-11-11,United Airlines,PHL,MSP,10:45,10:45,0,None,2579,ATR 72
2025-01-15,Allegiant Air,MSP,SEA,07:15,07:15,0,None,435,Boeing 737-900
2025-03-21,Alaska Airlines,LAX,MIA,15:15,15:40,25,Security,1250,Boeing 757-200
2024-06-12,Allegiant Air,LAS,BWI,21:45,21:45,0,None,972,Boeing 757-200
2024-04-18,United Airlines,ORD,SEA,21:00,21:00,0,None,1724,Boeing 737-800
2024-01-29,Southwest Airlines,LAX,LGA,08:15,09:09,54,Weather,2811,Boeing 777-200
2023-10-02,United Airlines,SEA,MDW,09:30,10:00,30,Weather,2876,CRJ-900
2024-01-16,United Airlines,PHX,LAX,20:00,20:14,14,Security,355,Boeing 737-900
2023-08-18,Southwest Airlines,LAS,MSP,16:00,16:18,18,Air Traffic,572,Airbus A321
2023-10-09,American Airlines,DFW,PHX,11:15,11:15,0,None,1972,Boeing 757-200
2025-03-18,United Airlines,DTW,FLL,16:45,16:45,0,None,1056,Embraer 175
2025-06-15,Frontier Airlines,BWI,MDW,15:15,15:15,0,None,621,Airbus A330-200
2023-12-29,Hawaiian Airlines,DEN,BWI,13:15,13:15,0,None,274,Airbus A321
2025-04-03,Southwest Airlines,SFO,PHX,09:30,10:52,82,Security,1133,Airbus A321
2024-09-29,Alaska Airlines,MDW,DEN,12:00,12:00,0,None,1508,Airbus A320
2024-09-16,Southwest Airlines,DEN,BWI,22:45,22:45,0,None,2388,Boeing 777-200
2023-07-15,Southwest Airlines,LGA,ORD,11:00,11:00,0,None,2106,Boeing 767-300
2024-12-29,Hawaiian Airlines,CLT,DTW,08:45,08:45,0,None,1054,Boeing 737-900
2025-05-12,Allegiant Air,MSP,FLL,05:30,05:30,0,None,1859,Boeing 787-8
2024-04-04,United Airlines,MIA,CLT,21:15,21:15,0,None,647,Boeing 737-900
2024-09-11,Allegiant Air,LGA,CLT,13:30,13:30,0,None,418,Boeing 787-8
2024-01-11,Spirit Airlines,FLL,JFK,10:15,10:15,0,None,2583,Embraer 175
2025-03-31,Alaska Airlines,BWI,LAX,14:00,14:00,0,None,2984,Boeing 787-8
2025-04-22,Delta Air Lines,MIA,BOS,23:30,23:30,0,None,2933,Boeing 787-8
2023-12-16,JetBlue Airways,SEA,DTW,13:45,13:45,0,None,2058,Boeing 737-800
2025-05-13,JetBlue Airways,MSP,CLT,19:45,19:53,8,Weather,2670,ATR 72
2024-11-24,United Airlines,ORD,JFK,14:15,14:42,27,Weather,2869,Embraer 175
2024-04-28,American Airlines,MDW,SFO,06:00,06:00,0,None,1640,Boeing 737-800
2023-10-25,Spirit Airlines,MSP,CLT,13:45,13:45,0,None,2355,Airbus A330-200
2025-05-02,Southwest Airlines,LAX,SEA,23:00,23:00,0,None,1478,Airbus A320
2025-04-19,JetBlue Airways,BOS,DEN,13:45,13:45,0,None,1233,CRJ-900
2023-11-21,Frontier Airlines,JFK,IAH,18:45,19:07,22,Mechanical,212,Boeing 777-200
2023-11-15,Southwest Airlines,DEN,LAX,19:45,21:03,78,Air Traffic,1568,Boeing 777-200
2023-07-09,Southwest Airlines,MDW,BOS,22:30,22:56,26,Weather,287,Boeing 757-200
2025-06-02,Alaska Airlines,LGA,IAH,12:45,12:45,0,None,1015,Embraer 175
2024-03-09,Delta Air Lines,MIA,LGA,14:45,14:45,0,None,382,Airbus A321
2024-08-18,Southwest Airlines,DFW,BWI,20:30,20:30,0,None,1322,Boeing 757-200
2024-10-30,Allegiant Air,IAH,JFK,16:30,16:30,0,None,1014,Embraer 175
2023-10-11,American Airlines,FLL,MSP,07:00,07:00,0,None,1470,Boeing 737-900
2025-01-05,Spirit Airlines,LGA,JFK,21:00,21:30,30,Weather,1953,Boeing 767-300
2024-03-30,Alaska Airlines,LGA,ORD,13:15,13:15,0,None,661,Boeing 787-8
2023-07-06,United Airlines,MSP,IAH,10:15,10:45,30,Weather,1812,Embraer 175
2025-02-25,Frontier Airlines,DFW,BOS,15:00,15:00,0,None,411,Airbus A330-200
2024-11-02,American Airlines,ORD,LAS,16:15,16:25,10,Weather,1851,Airbus A320
2024-10-17,JetBlue Airways,CLT,FLL,10:00,10:00,0,None,2672,Boeing 777-200
2024-01-17,Spirit Airlines,DEN,PHX,12:15,12:36,21,Mechanical,1049,ATR 72
2024-12-30,Spirit Airlines,DTW,PHL,10:00,10:40,40,Security,2599,Boeing 777-200
2023-08-02,Frontier Airlines,JFK,FLL,11:15,11:28,13,Mechanical,473,Airbus A320
2025-03-19,Southwest Airlines,PHX,FLL,09:30,09:30,0,None,654,Airbus A321
2024-05-23,Spirit Airlines,SEA,CLT,18:45,18:45,0,None,962,Embraer 175
2025-06-04,Alaska Airlines,SFO,IAH,18:15,18:15,0,None,1973,CRJ-900
2025-05-16,Alaska Airlines,LGA,JFK,07:30,07:30,0,None,893,Boeing 767-300
2023-11-21,Spirit Airlines,MSP,PHX,15:15,15:44,29,Air Traffic,1698,Boeing 737-800
2025-06-13,Delta Air Lines,LAX,JFK,11:30,11:30,0,None,2475,Boeing 757-200
2024-04-22,Delta Air Lines,IAH,JFK,14:45,16:03,78,Security,1339,Boeing 737-800
2024-03-22,Hawaiian Airlines,FLL,MIA,16:30,16:39,9,Weather,690,Boeing 787-8
2025-06-05,JetBlue Airways,BWI,PHL,14:15,14:15,0,None,857,CRJ-900
2023-12-19,Spirit Airlines,IAH,DFW,18:30,18:30,0,None,2713,Boeing 737-900
2025-03-19,Spirit Airlines,CLT,DFW,13:15,13:15,0,None,1271,Boeing 777-200
2023-10-21,Allegiant Air,FLL,LAX,06:00,06:00,0,None,2237,Boeing 767-300
2023-12-11,Spirit Airlines,IAH,BOS,16:15,16:29,14,Weather,1771,ATR 72
2023-11-25,United Airlines,BOS,SFO,15:30,15:30,0,None,769,Boeing 787-8
2025-06-06,Frontier Airlines,LGA,DTW,12:00,13:27,87,Weather,767,Airbus A320
2023-10-20,Hawaiian Airlines,ORD,MIA,20:45,21:06,21,Weather,1556,Airbus A330-200
2024-07-13,Delta Air Lines,ORD,JFK,23:30,23:54,24,Security,1437,Boeing 787-8
2024-02-03,Frontier Airlines,BOS,PHX,16:30,16:30,0,None,2974,Boeing 777-200
2024-02-18,JetBlue Airways,LAX,PHL,18:45,18:45,0,None,2019,ATR 72
2024-08-22,Southwest Airlines,DEN,SFO,12:00,12:09,9,Security,967,Airbus A330-200
2023-10-29,Allegiant Air,PHL,IAH,15:45,15:50,5,Air Traffic,2812,Airbus A320
2024-09-22,Allegiant Air,DTW,ORD,11:30,11:30,0,None,2770,Boeing 737-800
2024-12-13,American Airlines,SFO,MSP,12:30,12:30,0,None,1850,Boeing 737-800
2025-04-29,Frontier Airlines,BOS,SEA,07:45,09:12,87,Air Traffic,957,Boeing 737-800
2023-09-25,Hawaiian Airlines,DEN,SEA,23:45,01:14,89,Weather,1450,ATR 72
2024-04-28,JetBlue Airways,DEN,MDW,12:15,12:15,0,None,532,Boeing 737-800
2024-08-02,JetBlue Airways,DEN,BOS,19:15,19:15,0,None,1245,Boeing 787-8
2024-08-04,United Airlines,LGA,SEA,20:45,20:45,0,None,1082,Boeing 787-8
2025-02-25,American Airlines,ORD,DEN,06:00,06:00,0,None,1891,Boeing 787-8
2024-04-27,Frontier Airlines,DFW,MDW,21:15,21:15,0,None,342,Airbus A320
2024-10-06,JetBlue Airways,PHL,MIA,18:00,18:19,19,Air Traffic,2801,CRJ-900
2024-05-20,Southwest Airlines,BWI,LAX,21:30,21:30,0,None,2476,Airbus A320
2023-12-15,Allegiant Air,PHL,MDW,21:15,21:23,8,Mechanical,1639,Boeing 787-8
2023-10-22,Alaska Airlines,LAX,LAS,09:15,09:41,26,Weather,1059,Boeing 757-200
2024-07-19,Frontier Airlines,SFO,PHX,11:15,15:43,268,Weather,1725,ATR 72
2024-07-17,Southwest Airlines,MIA,LAX,20:00,20:00,0,None,235,Boeing 777-200
2025-06-23,Delta Air Lines,SEA,BWI,11:45,13:11,86,Air Traffic,2912,Airbus A330-200
2024-08-04,Alaska Airlines,CLT,MSP,23:00,23:17,17,Air Traffic,887,Airbus A321
2025-03-10,United Airlines,MDW,MIA,17:15,17:15,0,None,324,CRJ-900
2023-07-22,JetBlue Airways,SFO,PHX,08:15,11:34,199,Air Traffic,2778,Airbus A320
2025-02-12,Hawaiian Airlines,LAS,DTW,12:00,12:28,28,Mechanical,1151,Boeing 757-200
2024-09-21,Delta Air Lines,MDW,JFK,15:15,15:54,39,Security,1311,Boeing 737-900
2024-07-07,JetBlue Airways,PHX,SFO,06:45,06:45,0,None,2168,Airbus A320
2024-09-01,Hawaiian Airlines,BWI,LAX,10:30,10:30,0,None,487,ATR 72
2023-12-06,Hawaiian Airlines,SFO,BWI,13:30,13:30,0,None,2502,ATR 72
2025-03-30,JetBlue Airways,SEA,LGA,16:45,16:45,0,None,2956,Boeing 737-900
2024-10-31,American Airlines,JFK,MIA,11:15,11:43,28,Mechanical,1994,Boeing 767-300
2025-03-06,American Airlines,MIA,JFK,11:30,11:30,0,None,2718,ATR 72
2023-09-04,Delta Air Lines,SFO,MSP,23:30,23:44,14,Mechanical,2998,Boeing 757-200
2024-02-28,Southwest Airlines,DTW,PHL,18:00,18:21,21,Air Traffic,1259,Boeing 737-900
2024-06-01,American Airlines,LAX,JFK,09:30,09:30,0,None,2475,CRJ-900
2024-02-06,Allegiant Air,MIA,DEN,05:30,05:30,0,None,1965,CRJ-900
2025-05-20,Hawaiian Airlines,DTW,BOS,06:15,06:15,0,None,905,Airbus A320
2024-02-12,Spirit Airlines,JFK,FLL,15:00,15:29,29,Weather,591,CRJ-900
2023-06-30,Delta Air Lines,MSP,MIA,05:00,05:00,0,None,1740,ATR 72
2024-05-18,Delta Air Lines,JFK,DEN,07:30,07:30,0,None,277,Boeing 777-200
2023-10-14,American Airlines,JFK,BWI,20:00,20:00,0,None,2594,ATR 72
2024-02-27,Hawaiian Airlines,DEN,LAX,16:30,16:30,0,None,822,Embraer 175
2023-10-30,Spirit Airlines,CLT,BOS,13:45,13:45,0,None,1742,ATR 72
2024-05-03,Hawaiian Airlines,MIA,BWI,15:30,15:43,13,Weather,799,Airbus A330-200
2024-08-04,United Airlines,SEA,LAS,07:30,07:30,0,None,867,Boeing 757-200
2025-05-05,Allegiant Air,SFO,IAH,09:45,09:45,0,None,913,Airbus A320
2024-01-07,Spirit Airlines,BOS,LGA,13:30,13:38,8,Weather,918,Boeing 787-8
2024-01-12,United Airlines,DTW,PHL,22:45,22:45,0,None,445,CRJ-900
2023-09-19,Southwest Airlines,BWI,LAS,14:45,14:45,0,None,620,Airbus A321
2023-09-10,United Airlines,ORD,LGA,09:00,09:00,0,None,1812,ATR 72
2023-08-13,Hawaiian Airlines,MSP,JFK,20:45,20:45,0,None,2341,Boeing 777-200
2025-05-22,JetBlue Airways,DTW,BWI,09:15,09:15,0,None,1878,Boeing 787-8
2023-11-26,Frontier Airlines,LGA,PHL,17:15,17:15,0,None,95,Boeing 777-200
2023-12-18,Delta Air Lines,BOS,DEN,14:30,14:30,0,None,1002,Boeing 737-800
2024-12-27,Spirit Airlines,PHL,PHX,19:45,20:10,25,Mechanical,2981,Airbus A321
2024-03-10,American Airlines,CLT,PHX,19:30,19:52,22,Air Traffic,1100,ATR 72
2023-09-13,Southwest Airlines,LAS,SFO,17:00,17:12,12,Weather,1780,Airbus A320
2025-02-11,Hawaiian Airlines,IAH,CLT,07:00,07:28,28,Air Traffic,2491,Airbus A330-200
2023-10-26,Alaska Airlines,SFO,DTW,22:30,22:30,0,None,252,Airbus A320
2024-07-12,United Airlines,JFK,PHL,22:30,22:30,0,None,2391,Boeing 737-800
2023-08-30,JetBlue Airways,LGA,SFO,16:15,16:25,10,Security,2659,Airbus A320
2024-02-17,Southwest Airlines,DTW,SEA,17:30,17:30,0,None,701,Boeing 737-800
2023-11-19,Delta Air Lines,LAX,PHL,22:30,22:30,0,None,2196,Boeing 737-800
2024-02-20,Delta Air Lines,CLT,MDW,17:45,18:10,25,Air Traffic,1955,Airbus A330-200
2025-04-25,Southwest Airlines,JFK,LGA,08:45,08:45,0,None,1650,Boeing 777-200
2024-05-14,JetBlue Airways,DEN,IAH,19:45,20:14,29,Air Traffic,526,Airbus A320
2025-02-06,Allegiant Air,BOS,LAS,09:45,09:45,0,None,406,CRJ-900
2023-07-22,Hawaiian Airlines,PHL,JFK,06:00,06:00,0,None,2788,Embraer 175
2023-09-14,JetBlue Airways,DFW,LAS,12:30,12:30,0,None,528,Boeing 737-800
2024-05-23,Hawaiian Airlines,DTW,IAH,21:30,21:30,0,None,200,Boeing 737-800
2025-05-17,Allegiant Air,DEN,BOS,05:15,05:15,0,None,2572,Boeing 777-200
2024-04-01,Allegiant Air,FLL,ORD,05:30,05:30,0,None,2142,Airbus A321
2024-01-27,Frontier Airlines,DFW,ORD,19:45,20:36,51,Weather,925,Airbus A321
2024-05-08,United Airlines,BOS,MIA,05:30,05:30,0,None,1505,Embraer 175
2025-01-06,JetBlue Airways,BWI,MDW,09:15,09:15,0,None,621,Boeing 787-8
2023-10-14,Alaska Airlines,DFW,PHL,21:30,21:48,18,Air Traffic,2925,Boeing 737-900
2023-11-30,Hawaiian Airlines,SFO,DFW,12:15,12:15,0,None,237,ATR 72
2024-03-15,Delta Air Lines,DEN,MDW,08:15,08:15,0,None,910,CRJ-900
2024-12-22,Allegiant Air,JFK,PHL,21:45,21:45,0,None,1830,Boeing 777-200
2025-03-22,American Airlines,DFW,SEA,13:15,13:15,0,None,1970,Boeing 787-8
2025-04-24,American Airlines,MIA,LGA,11:00,11:00,0,None,2335,ATR 72
2024-07-24,JetBlue Airways,MIA,LAS,22:00,22:28,28,Weather,865,Boeing 737-900
2023-07-24,Alaska Airlines,MDW,MIA,13:45,13:45,0,None,1402,Boeing 737-800
2024-09-02,Hawaiian Airlines,PHL,MSP,07:45,08:11,26,Weather,2500,CRJ-900
2024-01-18,Allegiant Air,DFW,JFK,14:15,14:15,0,None,1596,Boeing 777-200
2023-09-16,Frontier Airlines,BWI,JFK,18:45,18:45,0,None,1879,Boeing 737-900
2024-03-05,United Airlines,PHL,ORD,20:15,20:15,0,None,2384,ATR 72
2024-08-25,Frontier Airlines,MIA,MDW,11:15,11:15,0,None,1307,Boeing 737-900
2025-03-24,Southwest Airlines,CLT,MSP,13:15,13:15,0,None,1544,CRJ-900
2024-12-25,Allegiant Air,SFO,FLL,06:30,06:30,0,None,364,CRJ-900
2025-05-30,Southwest Airlines,LAS,IAH,06:00,06:00,0,None,1193,Boeing 787-8
2023-12-25,Delta Air Lines,MDW,DTW,06:00,06:00,0,None,2658,Boeing 787-8
2024-03-04,Hawaiian Airlines,LAS,SFO,07:15,07:15,0,None,2462,CRJ-900
2025-05-29,Spirit Airlines,DTW,DEN,16:30,16:30,0,None,1922,Airbus A321
2024-01-28,Alaska Airlines,FLL,JFK,15:45,16:15,30,Weather,702,Boeing 737-900
2023-07-11,JetBlue Airways,BWI,LAX,16:15,16:15,0,None,351,CRJ-900
2025-04-28,Spirit Airlines,DFW,LAX,21:30,21:30,0,None,1931,Embraer 175
2023-08-03,Hawaiian Airlines,MDW,SEA,15:45,16:37,52,Weather,1797,Airbus A321
2024-08-27,Frontier Airlines,MIA,CLT,13:45,13:45,0,None,647,Airbus A330-200
2024-10-23,American Airlines,LAX,PHX,07:15,07:41,26,Security,2157,Boeing 767-300
2024-01-18,JetBlue Airways,LAS,LGA,05:45,05:59,14,Security,953,Boeing 787-8
2024-06-04,JetBlue Airways,PHX,FLL,20:00,20:12,12,Mechanical,2075,Boeing 737-900
2024-03-08,Allegiant Air,PHL,ORD,22:45,22:53,8,Air Traffic,1318,Boeing 737-900
2024-10-01,Frontier Airlines,IAH,PHX,15:00,15:27,27,Weather,1009,Boeing 737-800
2024-12-11,Southwest Airlines,ORD,MSP,07:15,08:28,73,Mechanical,2938,Boeing 737-900
2023-12-14,JetBlue Airways,MDW,FLL,17:15,17:44,29,Security,2290,Boeing 737-900
2024-10-04,Spirit Airlines,LGA,IAH,15:00,15:18,18,Security,2132,ATR 72
2023-08-02,United Airlines,MSP,DFW,14:00,14:00,0,None,1617,Airbus A330-200
2024-02-27,Hawaiian Airlines,BOS,PHL,05:15,05:15,0,None,2599,Boeing 757-200
2025-04-27,JetBlue Airways,LGA,LAS,05:45,05:45,0,None,1944,Boeing 787-8
2024-10-11,JetBlue Airways,SFO,IAH,17:00,17:14,14,Weather,756,Boeing 737-800
2023-08-14,JetBlue Airways,PHL,PHX,20:00,20:00,0,None,2451,Airbus A330-200
2025-05-15,Hawaiian Airlines,LGA,BWI,19:30,19:57,27,Security,1040,ATR 72
2023-10-17,Southwest Airlines,LGA,BOS,17:00,17:09,9,Weather,320,Airbus A320
2025-03-13,Delta Air Lines,DFW,LGA,09:00,09:00,0,None,913,CRJ-900
2025-05-15,Delta Air Lines,DTW,DFW,07:00,07:00,0,None,2127,Airbus A321
2024-09-06,Frontier Airlines,DFW,PHL,14:30,14:30,0,None,1148,CRJ-900
2023-08-16,Spirit Airlines,FLL,PHX,20:30,20:42,12,Air Traffic,2011,Boeing 787-8
2024-02-06,Allegiant Air,CLT,LAS,11:00,11:13,13,Weather,599,Airbus A330-200
2024-04-06,Alaska Airlines,LAX,ORD,11:15,11:15,0,None,1101,Airbus A321
2024-11-02,Frontier Airlines,BOS,LAS,12:30,12:30,0,None,2893,Airbus A321
2024-03-29,United Airlines,LAS,CLT,22:45,22:45,0,None,2972,Airbus A330-200
2024-11-18,American Airlines,LAX,IAH,15:30,15:30,0,None,321,Boeing 737-900
2024-10-28,Alaska Airlines,MSP,ORD,16:15,16:34,19,Mechanical,2096,Boeing 737-900
2023-11-29,Hawaiian Airlines,LAS,MIA,23:00,23:00,0,None,685,Boeing 767-300
2025-03-17,Delta Air Lines,DFW,PHL,16:15,16:30,15,Security,1576,Airbus A321
2024-04-16,JetBlue Airways,SEA,DEN,18:30,18:30,0,None,1560,Embraer 175
2025-06-22,Alaska Airlines,CLT,IAH,16:00,16:00,0,None,550,Boeing 737-800
2024-12-29,Hawaiian Airlines,PHL,DFW,10:30,10:30,0,None,330,Embraer 175
2023-06-30,Spirit Airlines,BWI,MSP,23:00,23:00,0,None,1895,Airbus A330-200
2025-05-02,Spirit Airlines,LGA,MIA,18:30,18:30,0,None,1333,Airbus A330-200
2025-05-24,Frontier Airlines,BWI,FLL,16:30,16:30,0,None,344,Airbus A320
2024-01-29,JetBlue Airways,DEN,IAH,15:45,15:45,0,None,500,Boeing 787-8
2024-12-29,American Airlines,DFW,SEA,14:00,14:25,25,Weather,1332,Boeing 757-200
2023-12-02,JetBlue Airways,PHL,SEA,11:45,11:45,0,None,893,CRJ-900
2024-11-30,Frontier Airlines,SFO,SEA,12:15,12:15,0,None,1321,Boeing 767-300
2025-03-06,Spirit Airlines,IAH,DTW,16:30,16:37,7,Security,689,Embraer 175
2024-02-18,JetBlue Airways,ORD,DTW,05:00,05:00,0,None,289,Airbus A320
2024-01-09,Hawaiian Airlines,ORD,DTW,16:45,16:45,0,None,1405,ATR 72
2025-05-04,Allegiant Air,DFW,DEN,16:30,16:30,0,None,1496,Boeing 787-8
2024-05-14,Frontier Airlines,MIA,CLT,16:00,16:00,0,None,647,ATR 72
2024-11-10,American Airlines,BWI,LAX,07:45,11:38,233,Weather,1416,Airbus A330-200
2024-12-29,JetBlue Airways,CLT,MDW,10:45,10:45,0,None,2554,ATR 72
2023-09-30,Southwest Airlines,FLL,SEA,17:45,17:45,0,None,1658,Boeing 787-8
2025-04-05,JetBlue Airways,DEN,SEA,13:30,13:30,0,None,2672,Boeing 757-200
2024-04-24,Frontier Airlines,FLL,JFK,12:15,12:37,22,Mechanical,2272,Boeing 767-300
2024-02-26,Southwest Airlines,BWI,LGA,23:30,00:08,38,Mechanical,699,Airbus A320
2024-02-29,United Airlines,PHX,MIA,19:30,19:30,0,None,2742,Boeing 737-900
2023-09-01,American Airlines,MDW,LAX,23:00,23:54,54,Weather,2905,CRJ-900
2025-01-13,Delta Air Lines,LGA,LAX,08:30,08:42,12,Air Traffic,2086,Embraer 175
2024-10-11,JetBlue Airways,SFO,MDW,15:00,15:00,0,None,1209,Boeing 737-900
2024-12-19,United Airlines,LAS,DFW,16:00,16:00,0,None,506,Embraer 175
2025-05-30,American Airlines,MSP,MIA,16:15,16:15,0,None,1832,Boeing 757-200
2023-07-18,United Airlines,BOS,DFW,05:15,05:15,0,None,1019,Airbus A320
2024-05-05,Alaska Airlines,BWI,LGA,10:30,10:30,0,None,2409,Airbus A330-200
2025-03-15,Southwest Airlines,SFO,DTW,19:30,19:52,22,Weather,2859,Airbus A330-200
2024-07-21,Frontier Airlines,IAH,SFO,20:45,20:45,0,None,2675,Boeing 767-300
2023-11-25,United Airlines,LAS,LAX,12:15,12:15,0,None,455,Boeing 787-8
2024-03-16,Hawaiian Airlines,ORD,BOS,21:00,21:17,17,Weather,1227,Boeing 777-200
2023-07-30,Hawaiian Airlines,PHL,MSP,23:45,23:45,0,None,407,Boeing 767-300
2024-12-24,Frontier Airlines,PHX,SFO,15:30,15:30,0,None,232,Boeing 787-8
2024-10-27,Southwest Airlines,SFO,BWI,22:15,22:21,6,Air Traffic,413,Boeing 767-300
2024-12-07,Frontier Airlines,LGA,LAS,18:15,18:15,0,None,373,Boeing 737-900
2024-10-13,United Airlines,PHL,CLT,13:00,13:00,0,None,2378,Boeing 777-200
2024-04-28,Frontier Airlines,BOS,MDW,06:15,06:37,22,Mechanical,2620,Airbus A321
2025-02-04,American Airlines,JFK,DEN,23:00,23:09,9,Weather,782,CRJ-900
2024-05-28,American Airlines,LGA,CLT,20:15,20:15,0,None,763,Airbus A330-200
2025-01-31,Delta Air Lines,BWI,MIA,06:00,06:00,0,None,2268,Airbus A330-200
2025-03-10,Frontier Airlines,PHL,PHX,08:15,08:15,0,None,1859,Boeing 737-800
2023-09-30,Alaska Airlines,DEN,MSP,23:15,00:27,72,Air Traffic,2775,Airbus A320
2023-08-25,United Airlines,MSP,PHL,09:00,09:16,16,Mechanical,783,ATR 72
2024-08-26,JetBlue Airways,CLT,FLL,21:00,21:00,0,None,1576,CRJ-900
2023-11-04,Allegiant Air,LGA,MIA,19:00,19:00,0,None,1229,Boeing 737-800
2025-01-20,United Airlines,MSP,LAX,15:15,15:22,7,Weather,2935,Airbus A321
2023-07-05,Allegiant Air,SFO,JFK,21:45,21:59,14,Weather,1873,Boeing 777-200
2024-08-27,Hawaiian Airlines,MDW,PHL,12:45,12:45,0,None,332,Boeing 767-300
2023-10-17,American Airlines,LGA,JFK,20:30,20:30,0,None,1689,Airbus A321
2024-01-08,Spirit Airlines,LAS,DFW,20:00,20:29,29,Weather,1790,Boeing 777-200
2024-02-14,Alaska Airlines,BWI,MDW,18:30,18:30,0,None,621,Embraer 175
2024-05-26,Southwest Airlines,ORD,PHL,20:45,20:45,0,None,934,Airbus A320
2024-02-24,Delta Air Lines,PHX,SFO,11:30,11:30,0,None,1183,Boeing 737-900
2024-07-07,Delta Air Lines,IAH,SFO,21:30,21:30,0,None,240,Boeing 737-900
2025-01-25,Alaska Airlines,SFO,FLL,07:45,07:45,0,None,2359,Boeing 777-200
2023-08-11,Hawaiian Airlines,LGA,CLT,16:00,16:00,0,None,1494,Boeing 757-200
2025-05-29,Alaska Airlines,IAH,LAX,13:00,13:38,38,Air Traffic,1045,ATR 72
2024-02-02,Spirit Airlines,SEA,LAS,22:30,23:44,74,Weather,867,Boeing 787-8
2025-04-18,Frontier Airlines,CLT,PHL,05:15,05:15,0,None,770,Boeing 777-200
2025-04-16,United Airlines,DFW,LAX,07:30,07:30,0,None,1637,Embraer 175
2023-08-23,Southwest Airlines,DTW,DEN,23:30,00:14,44,Weather,655,Boeing 737-900
2023-09-27,JetBlue Airways,DTW,BOS,10:30,10:30,0,None,1904,Airbus A320
2024-10-02,American Airlines,JFK,ORD,16:45,16:45,0,None,2101,Boeing 787-8
2023-07-31,Alaska Airlines,MDW,DTW,09:15,09:15,0,None,851,Boeing 767-300
2023-10-28,United Airlines,SFO,MSP,09:15,09:15,0,None,1418,Airbus A321
2025-01-01,Allegiant Air,DTW,CLT,20:30,20:30,0,None,723,Boeing 737-900
2024-07-12,American Airlines,DTW,MSP,15:30,15:40,10,Weather,2890,CRJ-900
2023-11-25,Hawaiian Airlines,PHX,BWI,06:45,06:45,0,None,499,Embraer 175
2024-09-23,Hawaiian Airlines,CLT,JFK,20:30,20:30,0,None,2035,Airbus A320
2024-09-29,American Airlines,ORD,SEA,18:45,18:45,0,None,2053,Airbus A321
2024-10-12,Frontier Airlines,SFO,LAX,22:30,22:54,24,Air Traffic,1921,Boeing 757-200
2023-09-19,United Airlines,MIA,SEA,17:15,18:32,77,Weather,390,Boeing 767-300
2024-07-05,Delta Air Lines,PHL,CLT,23:45,23:45,0,None,2643,Boeing 777-200
2024-12-13,Hawaiian Airlines,BWI,SFO,13:45,13:45,0,None,2303,Airbus A330-200
2024-10-16,Hawaiian Airlines,DEN,MDW,18:45,19:10,25,Weather,976,Embraer 175
2024-02-17,JetBlue Airways,JFK,LAX,09:15,09:15,0,None,2475,Boeing 757-200
2025-01-07,United Airlines,LAS,DEN,08:30,09:10,40,Mechanical,1057,CRJ-900
2024-07-30,American Airlines,DFW,FLL,12:15,12:15,0,None,2291,ATR 72
2024-11-29,Allegiant Air,JFK,DFW,23:00,23:00,0,None,1444,Boeing 737-900
2024-03-25,Spirit Airlines,IAH,SEA,13:45,14:43,58,Weather,2691,Boeing 777-200
2024-11-03,Spirit Airlines,PHL,LAX,14:00,14:00,0,None,1970,Boeing 757-200
2024-05-02,Delta Air Lines,ORD,PHX,13:45,13:45,0,None,1397,Airbus A320
2024-02-07,Allegiant Air,DEN,FLL,19:30,19:30,0,None,499,Boeing 767-300
2023-09-18,Hawaiian Airlines,BOS,DTW,23:15,23:15,0,None,2390,Boeing 737-900
2023-08-17,Allegiant Air,BOS,MDW,20:00,20:00,0,None,1568,Airbus A320
2025-06-23,Spirit Airlines,IAH,LAX,16:15,18:27,132,Air Traffic,2357,Boeing 757-200
2024-08-12,Hawaiian Airlines,LAS,ORD,12:30,12:30,0,None,1501,Boeing 757-200
2024-02-13,Southwest Airlines,MIA,IAH,15:15,16:27,72,Weather,1755,Airbus A320
2023-12-23,Alaska Airlines,FLL,JFK,23:15,23:15,0,None,752,Boeing 737-800
2024-11-17,Alaska Airlines,MDW,MSP,06:00,06:28,28,Weather,2359,Boeing 737-900
2025-04-16,Alaska Airlines,DFW,ORD,07:00,07:18,18,Security,925,CRJ-900
2024-08-30,Alaska Airlines,BOS,MSP,06:45,06:45,0,None,1123,Airbus A330-200
2025-03-11,United Airlines,CLT,DEN,05:45,06:12,27,Air Traffic,2522,Boeing 737-900
2025-03-02,Spirit Airlines,SFO,MIA,09:00,09:00,0,None,465,Boeing 787-8
2023-08-06,American Airlines,DEN,FLL,06:30,06:30,0,None,700,Airbus A330-200
2023-10-09,United Airlines,CLT,BWI,10:45,10:45,0,None,1769,Embraer 175
2024-11-19,Frontier Airlines,LAX,ORD,13:45,13:45,0,None,1136,Airbus A330-200
2025-06-01,United Airlines,MSP,ORD,05:30,05:56,26,Weather,718,Airbus A320
